OBJECTID,response_id,response_date,q3_1_respondee_type_business_ow,q3_2_respondee_type_resident,q3_3_respondee_type_worker,q3_4_respondee_type_student,q3_5_respondee_type_visitor,q3_6_respondee_type_property_ow,q4_1_business_postcode,q4_2_business_type,q4_3_business_overview,q5_ATSI_business,q6_1_pre_covid_full_time_staff,q6_2_pre_covid_part_time_staff,q6_3_pre_covid_casual_staff,q6_4_pre_covid_contract_staff,q7_covid_impact_on_employment_l,q8_1_post_covid_full_time_staff,q8_2_post_covid_part_time_staff,q8_3_post_covid_casual_staff,q8_4_post_covid_contract_staff,q9_1_covid_impact_on_business_r,q9_2_covid_impact_on_business_i,q9_3_covid_impact_on_business_r,q9_4_covid_impact_on_business_i,q9_5_covid_impact_on_business_g,q9_6_covid_impact_on_business_d,q10_business_still_operating,q11_1_reason_for_business_closi,q11_2_reason_for_business_closi,q11_3_reason_for_business_closi,q11_4_reason_for_business_closi,q11_5_reason_for_business_closi,q11_6_reason_for_business_closi,q11_7_reason_for_business_closi,q11_8_reason_for_business_closi,q11_9_reason_for_business_closi,q11_10_reason_for_business_clos,q11_11_reason_for_business_clos,q11_12_reason_for_business_clos,q12_what_could_have_helped_busi,q13_how_long_can_business_remai,q14_1_change_made_to_business_e,q14_2_change_made_to_business_p,q14_3_change_made_to_business_d,q15_changes_made_to_business_ot,q16_collaborating_with_other_bu,q17_1_understanding_of_federal_,q17_2_understanding_of_state_go,q17_3_understanding_of_local_go,q18_not_seeking_support,q18_2_seeking_rent_relief_from_,q18_3_seeking_debt_relief_from_,q18_4_seeking_payroll_tax_relie,q18_5_seeking_jobkeeper_benefit,q18_6_seeking_tax_relief_from_f,q18_7_seeking_small_business_gr,q18_8_seeking_grant_support_fro,q18_9_seeking_unsecured_busines,q18_10_seeking_support_other,q19_1_undefined,q19_2_seeking_rent_relief_from_,q19_3_seeking_debt_relief_from_,q19_4_seeking_payroll_tax_relie,q19_5_seeking_jobkeeper_benefit,q19_6_seeking_tax_relief_from_f,q19_7_seeking_small_business_gr,q19_8_seeking_grant_support_fro,q19_9_seeking_unsecured_busines,q19_10_seeking_support_other_st,q20_1_potential_support_from_ci,q20_2_potential_support_from_ci,q20_3_potential_support_from_ci,q20_4_potential_support_from_ci,q20_5_potential_support_from_ci,q20_6_potential_support_from_ci,q20_7_potential_support_from_ci,q20_8_potential_support_from_ci,q20_9_potential_support_from_ci,q20_10_potential_support_from_c,q20_11_potential_support_from_c,q20_12_potential_support_from_c,q21_1_business_change_within_18,q21_2_business_change_within_18,q21_3_business_change_within_18,q21_4_business_change_within_18,q21_5_business_change_within_18,q21_6_business_change_within_18,q21_7_business_change_within_18,q21_8_business_change_within_18,q21_9_business_change_within_18,q21_10_business_change_within_1,q21_11_business_change_within_1,q21_12_business_change_within_1,q21_13_business_change_within_1,q21_14_business_change_within_1,q21_15_business_change_within_1,q22_business_viable_at_which_st,q23_sector_change_post_restrict,q29_covid_recovery_planning_add,q30_covid_recovery_planning_add,q31_1_covid_recovery_planning_a,q31_2_covid_recovery_planning_a,q31_3_covid_recovery_planning_a,q31_4_covid_recovery_planning_a,q31_5_covid_recovery_planning_a,q31_6_covid_recovery_planning_a,q31_7_covid_recovery_planning_a,q31_8_covid_recovery_planning_a,q31_9_covid_recovery_planning_a,q31_10_covid_recovery_planning_,q32_1_which_activities_would_yo,q32_2_which_activities_would_yo,q32_3_which_activities_would_yo,q32_4_which_activities_would_yo,q32_5_which_activities_would_yo,q32_6_which_activities_would_yo,q32_7_which_activities_would_yo,q32_8_which_activities_would_yo,q32_9_which_activities_would_yo,q32_10_which_activities_would_y,q32_11_which_activities_would_y,q32_12_which_activities_would_y,q32_13_which_activities_would_y,q32_14_which_activities_would_y,q32_15_which_activities_would_y,q32_16_which_activities_would_y,q32_17_which_activities_would_y,q32_18_which_activities_would_y,q32_19_which_activities_would_y,q33_1_are_there_any_positive_th,q33_2_are_there_any_positive_th,q33_3_are_there_any_positive_th,q33_4_are_there_any_positive_th,q33_5_are_there_any_positive_th,q33_6_are_there_any_positive_th,q33_7_are_there_any_positive_th,q34_1_how_soon_do_you_think_you,q34_2_how_soon_do_you_think_you,q34_3_how_soon_do_you_think_you,q34_4_how_soon_do_you_think_you,q34_5_how_soon_do_you_think_you,q34_6_how_soon_do_you_think_you,q34_7_how_soon_do_you_think_you,q34_8_how_soon_do_you_think_you,q34_9_how_soon_do_you_think_you,q34_10_how_soon_do_you_think_yo,q35_1_how_important_is_city_of_,q35_2_how_important_is_city_of_,q35_3_how_important_is_city_of_,q35_4_how_important_is_city_of_,q35_5_how_important_is_city_of_,q35_6_how_important_is_city_of_,q35_7_how_important_is_city_of_,q35_8_how_important_is_city_of_,q37_1_what_concerns_you_most_ab,q37_2_what_concerns_you_most_ab,q37_3_what_concerns_you_most_ab,q37_4_what_concerns_you_most_ab,q37_5_what_concerns_you_most_ab,q37_6_what_concerns_you_most_ab,q37_7_what_concerns_you_most_ab,q37_8_what_concerns_you_most_ab,q37_9_what_concerns_you_most_ab,q37_10_what_concerns_you_most_a,q37_11_what_concerns_you_most_a,q37_12_what_concerns_you_most_a,q37_13_what_concerns_you_most_a,q37_14_what_concerns_you_most_a,q37_15_what_concerns_you_most_a,q37_16_what_concerns_you_most_a,q37_17_what_concerns_you_most_a,q38_1_mostly_positive_changes,q38_2_mostly_negative_changes,q40_1_respondee_age_range,q40_2_respondee_identified_gend,q40_3_respondee_identify_as_a_p,q40_4_respondee_identify_as_abo,q41_respondee_home_postcode_sub,q42_respondee_current_place_of_,q43_respondee_current_place_of_,q44_respondee_speak_a_language_,q45_respondee_languages_spoken_,q48_final_comments
3282,3255,26/05/2020,Yes,Yes,Yes,No,No,No,2007,Incorporated for-profit,Board game retail and events,No,1,0,0,0,I had volunteers who are enjoying a break.,0,0,0,0,Low,Low,Some,Low,High,Low,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,,,Not applicable / haven't been affected,Yes,Yes,Yes,I had to shut down events and may need to cancel conventions I was running depending on restrictions in September and December.,No,Somewhat,Somewhat,Not at all,Yes,,,,,,,,,,option-1,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Not relevant,,Yes,"Not being able to access important services such as doctors, physios, counselling etc ,Worrying about people who are important to me,Not being able to do activities that are important to me,Physical health concerns,Wellbeing and mental health concerns,Stress from working from home",No,No,No,No,No,No,No,No,No,,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,,Yes,No,No,No,No,No,,Immediately,Immediately,,,,,,1-3 months,Immediately,Immediately,Very important,Very important,Very important,Very important,,Very important,Very important,,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Lack of indoor community spaces for social events such as board game clubs,More people working from home and less infrastructure congestion,People scared to interact again.,30-39,Female,No,No,2007,Unit/apartment in a 4+ storey block,Renting,No,,
3283,3256,26/05/2020,No,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Nothing,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,Yes,Yes,,Immediately,Immediately,,,,,,Immediately,1-3 months,,Very important,Very important,Very important,Very important,,Not very important,Important,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,,,,20-29,Female,No,No,2060,Unit/apartment in a 4+ storey block,Renting,Yes,Hindi,
3284,3257,26/05/2020,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
3285,3258,26/05/2020,Yes,No,No,No,No,No,2010,Incorporated for-profit,Retail and services,No,3,,,,"I've increased staff hours, but haven't hired more staff",,,,,Low,Some,None / NA,Some,None / NA,Some,Yes - full capacity,No,No,No,No,No,No,No,No,No,No,No,,,Long term,No,No,No,"Different product sales, wanting to employ,  aims to better ecommerce with training",No.,Somewhat,Somewhat,Not at all,,Applied - unsuccessful,Not required,Applied – successful,Applied – awaiting outcome,Applied – successful,Not applied – not aware,Not applied – not aware,Not applied – not aware,,,Real estate agents are idiots,,,,,Process is to difficult and time consuming,Process is to difficult and time consuming,,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Not relevant,"Better cycling infrastructure, less fines for cyclists,  more safe roads for vulnerable road users",Yes,Overworked,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,More community cycling and health activities,1-3 months,,,,,,,Longer,Immediately,1-3 months,Very important,Very important,Very important,Very important,,Important,Very important,,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Not enough resources developing cycling as viable transport,"Greater sense of community,  heath consciousness,  increase use of outdoor facilities","More traffic due to less use of public transport,  closure of businesses,  loss of jobs",40-49,Female,No,No,2010,"Semi-detached, terrace house, townhouse",Renting,No,,
3286,3259,26/05/2020,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
3287,3260,26/05/2020,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
3288,3261,26/05/2020,No,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Not being able to pay basic living costs (bills, rent, rates, childcare, strata fees, and loans),Lack of availability of daily essentials such as food and medicine,Loss of income / employment,Worrying about the security of my job",No,No,Yes,No,No,Yes,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,1-3 months,1-3 months,,,,,,1-3 months,1-3 months,1-3 months,Very important,Very important,Very important,Very important,,Very important,Very important,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,50-59,Female,No,"Yes, I am Aboriginal",marsfield,"Semi-detached, terrace house, townhouse",Renting,No,,
3289,3262,26/05/2020,Yes,No,No,No,No,No,2065,"Incorporated not-for-profit (charity, social enterprise)",Raise funds for Neuroblastoma childhood cancer research and support families,No,,5,1,1,Due to job keepers but when job keepers stops staff will need to go,,4,1,1,High,None / NA,High,Low,High,None / NA,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,,,3-6 months,Yes,Yes,No,Looking at making our main fundraising run event a virtual event - need to expand use of technology- change marketing,No,Mostly,Mostly,Somewhat,,Applied - successful,Not required,Applied – successful,Applied – successful,Applied – successful,Applied – successful,Not applied – not eligible,Not required,,,Turnover down 85%,,Turnover down 85%,Turnover down 85%,As above,As above,,,,Yes,Yes,No,No,No,No,No,No,Yes,No,No,,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Not relevant,Our main fundraising event is a fun run for 3500 people so can’t do this and no certainty if this will even be allowed this year. Need some help working out best practice for social distancing guidelines at an event  if we can do it or some technology and marketing support to help create virtual events .,Yes,"Worrying about the security of my job ,Having to move house,Social isolation and feeling lonely ,Not being able to do activities that are important to me,Wellbeing and mental health concerns,Stress from children being at home more",No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,,Yes,Yes,No,Yes,No,No,,Immediately,1-3 months,,,,,,Longer,1-3 months,Immediately,Very important,Very important,Important,Somewhat important,,Somewhat important,Somewhat important,,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,,More flexible working,Loss of a lot of businesses especially small ones,50-59,Female,No,No,2062,"Semi-detached, terrace house, townhouse",Renting,No,,
3290,3263,26/05/2020,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Not being able to do activities that are important to me,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,No,No,No,No,Yes,Yes,having more time to spend at home in a relaxed state of mind.,1-3 months,1-3 months,,,,,,1-3 months,,1-3 months,Very important,Very important,Very important,Very important,,Very important,Very important,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,"make people more conscious of their relationships with others whether within their own family/friend group or in public with strangers 
 encourage people to maintain some or all of the health and exercise habits they used to keep well during lockdown
 find different ways and times to work 
 encourage governments to be more responsive to calls for open spaces and bike paths","use private vehicles rather than public transport
 greater divide between rich and poor in education, health, pensions, training and family support",70-79,Female,No,No,2112,Unit/apartment in a 4+ storey block,Outright owner,No,,
3291,3264,26/05/2020,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Worrying about the security of my job,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,Yes,No,No,,1-3 months,1-3 months,,,,,,1-3 months,1-3 months,,Very important,Very important,Important,Very important,,Important,Somewhat important,,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,,None,Closing of arts and local business,40-49,Female,No,No,Newtown,"Semi-detached, terrace house, townhouse",Outright owner,No,,
3292,3265,26/05/2020,No,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Not being able to access important services such as doctors, physios, counselling etc ,Worrying about the security of my job ,Worrying about people who are important to me,Wellbeing and mental health concerns",No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,Yes,No,Yes,"Improved air quality, lack of traffic",1-3 months,1-3 months,,,,,,1-3 months,1-3 months,1-3 months,Very important,Very important,Very important,Important,,Important,Somewhat important,,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,,,,,,,,,,,,
3293,3266,26/05/2020,No,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Not being able to access important services such as doctors, physios, counselling etc ,Worrying about the security of my job ,Social isolation and feeling lonely ,Worrying about people who are important to me",No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Staying Local has lead to a deeper love of Local,1-3 months,1-3 months,,,,,,1-3 months,1-3 months,,Very important,Very important,Very important,Very important,,Very important,Somewhat important,,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,,City has planted more trees close to my home-Very Grateful!!,Lack of /slow response time from City- street lights remain on 24/7 since daylight saving changed over. Wasted money/energy/service not needed in day light.,40-49,Female,No,No,2009,"Semi-detached, terrace house, townhouse",Outright owner,No,,Thank YOU
3294,3267,26/05/2020,No,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Not being able to do activities that are important to me,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,,No,No,No,No,No,No,No,1-3 months,1-3 months,,,,,,Immediately,1-3 months,1-3 months,Important,Very important,Very important,Very important,,Important,Not very important,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,People will finally cover their mouths & noses when coughing & sneezing no more spitting they will stay home when sick more cleaning,More selfishness,60-69,Female,No,No,2037,"Semi-detached, terrace house, townhouse",Renting,No,,
3295,3268,26/05/2020,No,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Physical health concerns,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,Yes,Yes,Yes,,1-3 months,4-6 months,,,,,,Longer,Longer,Longer,Very important,Very important,Very important,Somewhat important,,Somewhat important,Not very important,,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,,"I hope more businesses allow voluntary working-from-home culture mandated by Law ( depending on type of work of course) , this can lead to easing property prices, better traffic management over peak hours and overall increased satisfaction and improvement in quality of life",Many CBD based businesses might fail,30-39,Female,No,No,2153,Unit/apartment in a 1-3 storey block,Paying it off / mortgaged,Yes,Bengali,Improve laws around work-from-home policy or promote 4day workweek
3296,3269,26/05/2020,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
3297,3270,26/05/2020,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Nothing,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,Yes,Yes,,4-6 months,4-6 months,,,,,,4-6 months,1-3 months,Immediately,Important,Very important,Important,Very important,,Important,,,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,,,Accelerated rampant development in the name of JOBS,20-29,Male,No,No,2232,Unit/apartment in a 1-3 storey block,Renting,No,,
3298,3271,26/05/2020,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Loss of income / employment,Worrying about the security of my job ,Social isolation and feeling lonely ,Worrying about people who are important to me,Stress from children being at home more",No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,,Immediately,Immediately,,,,,,Immediately,Immediately,Immediately,Important,Very important,Important,Important,,Important,Important,,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,,"A lot of people may be able to work more from home
 Free childcare may be extended",I work as a DJ and support my family. It is very stressful knowing whether or not that will be able to continue,30-39,Male,No,No,2030,Unit/apartment in a 1-3 storey block,Renting,Yes,Swedish,
3299,3272,26/05/2020,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
3300,3273,26/05/2020,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
3301,3274,26/05/2020,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
3302,3275,26/05/2020,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
3303,3276,26/05/2020,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Not being able to access important services such as doctors, physios, counselling etc ,Loss of income / employment",No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,Yes,Yes,No,,1-3 months,4-6 months,,,,,,4-6 months,4-6 months,4-6 months,Very important,Very important,Very important,Very important,,Important,Somewhat important,,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,,People may have learnt to appreciate local parklands & neighbourhood connectedness,Worried that public transport will be underused & traffic will be hugely problematic,50-59,Female,No,No,Gkebe,"Semi-detached, terrace house, townhouse",Outright owner,No,,
3304,3277,26/05/2020,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Stress from children being at home more,Stress from working from home,Stress caused by living and working in close proximity to others",No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,How resilient we all are!,Immediately,Immediately,,,,,,Immediately,Immediately,Immediately,Important,Very important,Very important,Very important,,Important,Important,,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,,Maybe we can see now the need for a cycling infrastructure expanding throughout greater Sydney,That the traffic will go back to what it was!,40-49,Female,No,No,2016,Prefer not to answer,Paying it off / mortgaged,Yes,German,
3305,3278,26/05/2020,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
3306,3279,26/05/2020,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Not being able to access important services such as doctors, physios, counselling etc ,Lack of availability of daily essentials such as food and medicine,Loss of income / employment",No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,Yes,Yes,Yes,Yes,More time for home maintenance,1-3 months,1-3 months,,,,,,Longer,,4-6 months,Very important,Very important,Very important,Very important,,Important,Somewhat important,,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,,"C19 has actually brought neighbours closer together. 
 More people walking the streets has made the neighbourhood safer. 
 Less traffic congestion/pollution = more restful soundscape. More birdlife","Uncertainty about health. 
 Large events such as Festival if Sydney & Vivid May not happen",60-69,Male,No,No,Surry Hills,"Semi-detached, terrace house, townhouse",Paying it off / mortgaged,No,,
